"","day_of_infection","latitude","longitude","population_density","median_age","aged_65_older","extreme_poverty","cvd_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","border_closure","wear_protective_gear_in_public_requirement","businesses_and_public_services_closure","curfews","economic_measures","suspension_international_flights","imports_exports_limit","gatherings_limit","partial_lockdown","schools_closure","established_emergency","quarantine_isolation_policies","full_lockdown","mass_testing","checkpoints_within_the_country","military_deployment","Africa","Asia","Europe","North.America","Oceania","South.America","AFRO","AMRO","EMRO","EURO","SEARO","WPRO","airports_per_pop","temperatura","precip","PERC_POBLACION_RURAL","prison_pop","diabetes","expend__health_public","HIV","lit_rate","non_transm_mortality","num_physicians","tuberculosis","log_population","log_gdp_per_capita","log_n_airports","log_turismo","cumulative_cases"
"1",48,33,65,54.422,18.6,2.581,22.46,597.029,9.59,7.93,37.03,37.746,0.5,64.83,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.33578772339669,12.9214545176,311.321855887,74.505,76,9.2,0.600144406780601,0.1,43.01972,29.8,0.2782,189,17.4772331294169,7.49830866852498,3.97029191355212,14.5865455506036,555
"2",31,41.1533,20.1683,104.871,38,13.188,1.1,304.195,10.08,7.1,51.2,76.8643,2.89,78.57,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1.38995065675169,11.2698000667,1053.23518372,39.681,158,9,4.27755378186703,0.12,98.14115,17,1.2164,18,14.8725370187991,9.37623024844267,1.6094379124341,15.4907363982023,409
"3",37,28.0339,1.6596,17.348,29.1,6.211,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3.58030252552944,22.5757911398,81.9735487682,27.371,162,6.7,4.20416407287121,0.1,81.40784,14.2,1.7193,69,17.5963090849369,9.54071110364512,5.06259503302697,14.7927086011062,847
"4",43,42.5063,1.5218,163.755,44.9,17.36,0.79,109.135,7.97,29,37.8,92.3915,0,83.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.8779829096556,10.704854365641,811.715173606,11.938,38,7.7,5.06037287414074,0.36,97.633394,9.9,3.3333,3,11.2550092930548,10.7205953872528,1.65370922606254,14.9280260805324,651
"5",43,-11.2027,17.8739,23.89,16.8,2.405,21.4,276.045,3.94,3.79,19.11,26.664,0,61.15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.35503452962776,21.5109326932,991.305683448,34.486,105,4.5,1.29186874255538,2,66.03011,16.5,0.2146,355,17.3079574314401,8.6691405886552,5.17614973257383,12.2922549289167,35
"6",54,17.0608,-61.7964,231.845,32.1,6.933,1.62,191.511,13.17,4.02,18.85,89.1963,3.8,77.02,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,30.63475206274,22.3865859806649,1844.748778783,75.401,403,13.1,2.13234610855579,1.65,98.95,22.6,2.956,6,11.4919980052872,9.97543339969556,1.38629436111989,12.5024703760492,25
"7",34,-38.4161,-63.6167,16.177,31.9,11.198,0.6,191.032,5.5,16.2,27.7,76.6079,5,76.67,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.1793436364641,14.21522492,559.045870807,8.13,147,5.9,6.60893470048904,0.4,99.00387,15.8,3.9901,27,17.6265142333601,9.84876242878436,7.03790596344718,15.7531006194546,1451
"8",43,40.0691,45.0382,102.931,35.7,11.232,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.71216043012465,6.37436162538,502.281768799,36.851,164,6.1,1.37250600382686,0.2,99.73607,22.3,4.4023,31,14.9017921349193,9.08120843041632,2.484906649788,14.3174978383898,1039
"9",36,12.5186,-70.0358,584.8,41.2,13.085,2.45,0,11.62,5.24,24.25,85.9249,0,76.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9.36627765393477,22.52962649858,2042.747547276,56.589,690.6,11.6,3.88234719634056,1.65,97.80742,15.87,3.3921,5.4,11.5784041689973,10.4905734441762,0.693147180559945,13.8943226626026,97
"10",36,-35.4735,149.0124,3.202,37.9,15.504,0.5,107.791,5.07,13,16.5,82.1482,3.84,83.44,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18.8236172553119,21.5066763378,473.091499829,13.988,130,5.6,6.34408071637154,0.1,97.59464,9.1,3.6778,6.6,17.054184382667,10.7066030913227,6.17586727010576,16.0397016916852,27
"11",33,47.5162,14.5501,106.749,44.4,19.202,0.7,145.183,6.35,28.4,30.9,96.8343,7.37,81.54,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5.77367205542725,6.18601274769,1161.18386919,41.703,98,6.6,7.52637535333633,0.15,98.819445,11.4,5.1697,7.1,16.013446104724,10.7240971278026,3.97029191355212,17.2435446260307,8291
"12",41,40.1431,47.5769,119.309,32.4,6.018,3.7,559.812,7.11,0.3,42.5,83.241,4.7,73,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.6492120907273,12.2243444651,433.883240763,44.32,413,6.1,1.00491279736161,0.45,99.79123,22.2,3.446,63,16.1319172904979,9.67082502669623,3.63758615972639,14.7836348182733,926
"13",41,25.0343,-77.3963,39.497,34.3,8.996,1.79,235.954,13.17,3.1,20.4,83.1298,2.9,73.92,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,155.118398567825,25.06333351,1280.08365885,16.975,444,8.8,2.52639949321747,1.8,93.641171,15.5,2.0068,14,12.8821982780057,10.2298678579222,4.12713438504509,14.3059299843223,78
"14",30,26.0275,50.55,1935.907,32.4,2.372,2.52,151.689,16.52,5.8,37.6,76.9,2,77.29,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.35075221132322,22.42355726943,102.66115907397,10.713,275,15.6,2.75286287069321,0.4,97.46419,11.3,0.9257,11,14.3470701399091,10.6757163251998,1.6094379124341,16.3041602770531,419
"15",39,23.685,90.3563,1265.036,27.5,5.098,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.1092966630399,25.4709130989,2266.52366837,63.368,42,9.2,0.379648082889616,0.1,73.9122,21.6,0.5809,221,18.9195717364827,8.16763117622898,2.94443897916644,13.8411792793712,1572
"16",35,13.1939,-59.5432,664.463,39.8,14.952,2.92,170.05,13.57,1.9,14.5,88.469,5.8,79.19,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.47982225067944,22.10307490575,2067.433899287,68.853,521,13.4,2.99643445760012,1.5,99.6,16.2,2.4843,0.4,12.5685328226895,9.73973657025528,0.693147180559945,13.4298495477394,75
"17",41,53.7098,27.9534,46.858,40.3,14.799,1.77,443.129,5.18,10.5,46.1,79.6004,11,74.79,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.8788011329068,6.29493009912,610.066737893,21.405,335,5,4.14589382708073,0.5,99.75656,23.7,5.1905,31,16.0614535508643,9.75085878900652,4.18965474202643,16.2579968010349,1066
"18",58,50.8333,4,375.564,41.8,18.571,0.2,114.898,4.29,25.1,31.4,93.4682,5.64,81.63,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3.53764956492087,9.51424127412,874.297532025,1.999,108,4.6,7.98325017094612,0.24,99.413614,11.4,3.0709,9,16.2656201690408,10.661007052923,3.73766961828337,16.0258708165769,13964
"19",47,13.1939,-59.5432,16.426,25,3.853,3.04,176.957,17.11,4.94,20.49,90.083,1.3,74.62,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,118.203012416346,25.0643329617,2089.26430257,54.276,476,17.1,3.83578389883041,1.9,82.760983,22.1,1.1229,30,12.8932570842258,8.96512527631913,3.87120101090789,13.1001198134447,18
"20",45,9.3077,2.3158,99.11,18.8,3.244,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.494918914959568,27.4615526705,1034.26788973,52.688,75,1,1.11499726772308,1,42.3624,19.6,0.0791,56,16.3106314476728,7.6329997845793,1.94591014905531,12.5947340251467,84
"21",39,32.3078,-64.7505,1308.82,43.6,19.74,1.37,139.547,13,10.6,22.37,84.6403,0,82.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16.0583238321584,17.392754985049,1685.6248223011,0,613.5,6.7,5.55974128656089,1.39,96.203645,11.11,3.44219,3.7,11.0392992821933,10.8330955151469,0.693147180559945,12.5496658960133,99
"22",96,27.5142,90.4336,21.188,28.6,4.885,1.5,217.066,9.75,5.58,41.81,79.807,1.7,71.78,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.5919762782331,8.57504293,1780.45989118,59.105,135,10.3,2.3748742416501,0.3,66.56115,23.3,0.4242,149,13.5562384079796,9.0721808001194,1.09861228866811,12.5208870349986,59
"23",34,-16.2902,-63.5887,10.202,25.4,6.704,7.1,204.299,6.89,3.43,17.03,25.383,1.1,71.51,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,73.2457702281045,20.9750300361,1095.55980128,30.575,140,6.8,4.41535040736198,0.3,92.45508,17.2,1.5901,108,16.2727916106649,8.83736602584774,6.75227037614174,13.9482925448545,330
"24",37,43.9159,17.6791,68.496,42.5,16.569,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.3152555081588,9.01653183545,1071.75728815,51.755,80,9,6.29525780677795,0.1,96.99177,17.8,2.1616,25,15.0036027299074,9.36861638803361,3.2188758248682,13.8671547407833,901
"25",38,-22.3285,24.6849,4.044,25.8,3.941,4.3,237.372,4.81,5.7,34.4,48.0482,1.8,69.59,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,31.467602189975,21.4785388464,394.47577571,30.554,205,5.8,4.64138947427273,20.3,86.82318,20.3,0.5269,275,14.6706175617512,9.66829507861466,4.31748811353631,14.2997874626395,23
"26",39,-14.235,-51.9253,25.04,33.5,8.552,3.4,177.961,8.11,10.1,17.9,60.0224,2.2,75.88,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,19.255793094532,24.9157718328,1762.97099306,13.431,274,10.4,3.96492034196854,0.5,93.2275,16.6,2.1643,45,19.1747320837251,9.55424577121025,8.31727776622123,15.7057571249416,9056
"27",30,4.5353,114.7277,81.347,32.4,4.591,0.82,201.285,12.79,2,30.9,86.1082,2.7,75.86,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.2858031054921,25.934000015,3160.77514648,22.371,122,13.3,2.25035604089499,0.36,97.21411,16.6,1.609,68,12.9887954126825,11.1817825164332,0.693147180559945,12.5353799897886,135
"28",36,42.7339,25.4858,65.18,44.7,20.801,1.5,424.688,5.81,30.1,44.4,95.5393,7.454,75.05,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.7863622724221,10.3967616409,602.843706497,24.992,151,6,4.19922322034836,0.1,98.35245,23.6,4.0332,22,15.7540285954171,9.82899603760851,4.23410650459726,16.0426176176223,675
"29",34,12.2383,-1.5616,70.151,17.6,2.409,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.10030589460658,28.1763605071,774.286750262,70.642,28,7.3,2.994354814291,0.7,41.22445,21.7,0.0847,48,16.8554165945812,7.4407935647527,3.17805383034795,11.8775755229785,497
"30",50,-3.3731,29.9189,423.062,17.5,2.562,71.7,293.068,6.05,2.02,23.76,6.144,0.8,61.58,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.588691356774631,20.266099738,1262.81199951,86.968,72,5.1,1.85788683593273,1,68.37533,22.9,0.1001,111,16.2912740360585,6.55567689750239,2.07944154167984,12.6082021968488,42
"31",54,16.5388,-23.0418,135.58,25.7,4.46,0.7,182.219,2.42,2.1,16.5,55.2294,2.1,72.98,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16.1873997280517,26.39401065942,1440.02039795138,34.268,137.9,2.4,3.11193484812975,0.6,86.79029,17.2,0.7814,46,13.2285037888643,8.73609640519298,2.30258509299405,13.4730216574672,270
"32",77,11.55,104.9167,90.672,25.6,4.412,6.11,270.892,4,2,33.7,66.229,0.8,69.82,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.956996695550223,26.9395000398,1918.67785645,76.612,106,6.4,1.40879349783063,0.5,80.52649,21.1,0.1927,302,16.6320546804771,8.20140515417663,2.83321334405622,15.6402212885963,122
"33",41,3.848,11.5021,50.885,18.8,3.165,23.8,244.661,7.2,3.08,17.87,2.735,1.3,59.29,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.24313151005369,24.5278503909,1613.07191498,43.626,119,6,0.62201963737607,3.6,77.07104,21.6,0.0881,186,17.0943845496434,8.12145838995769,3.52636052461616,13.8933980216903,855
"34",58,56.1304,-106.3468,4.037,41.4,16.984,0.5,105.599,7.37,12,16.6,87.5438,2.5,82.43,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38.8690026380845,-7.14457961345,457.469053257,18.589,118,7.6,7.79410153627396,0.45,97.695519,9.8,2.6102,5.6,17.44628827698,10.6923673463901,7.29165620917446,16.8663937233002,1739
"35",47,19.3133,-81.2546,256.496,40.5,14.24,1.49,0,13.22,7.26,22.11,84.8813,0,83.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45.6482045039562,19.272914262709,2094.8103779026,0,657.2,6.8,4.07507761381567,1.52,95.208725,11.77,2.96113,5.4,11.0931737881036,10.8178570199632,1.38629436111989,13.0454844928933,70
"36",55,6.6111,20.9394,7.479,18.3,3.655,50.14,435.727,6.1,5.39,25.11,16.603,1,53.28,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.07492871287293,24.8392549403,1354.66810009,58.636,19,6,0.746504962444305,3.6,37.39582,23.1,0.0721,540,15.3903083702008,6.49562802800042,3.68887945411394,11.5805934591948,94
"37",49,15.4542,18.7322,11.833,16.7,2.486,38.4,280.995,6.1,0.75,14.41,5.818,0,54.24,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3.59189738570141,26.650741257,330.505670093,76.941,41,6,0.709243677556515,1.3,22.31155,23.9,0.0434,142,16.6143674801728,7.47825617996189,4.0943445622221,11.3736748918235,170
"38",34,-35.6751,-71.543,24.282,35.4,11.087,1.3,127.993,8.46,34.2,41.5,73.6897,2.11,80.18,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,25.1618927162807,8.36982830344,631.170165709,12.436,266,8.6,4.49699349701405,0.5,96.40228,12.4,2.5912,18,16.7660472241817,10.0331129454162,6.1779441140506,15.5600038761248,4471
"39",30,31.8257,117.2264,147.674,38.7,10.641,0.7,261.899,9.74,1.9,48.4,86.778,4.34,76.91,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.35224874983549,6.32566398193,574.773938266,40.848,121,9.2,2.91935373097658,0.39,96.84089,17,1.9798,61,21.0874392395429,9.63624267724031,6.23048144757848,17.9570567375689,40236
"40",36,4.5709,-74.2973,44.223,32.2,7.646,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16.4298863248396,24.4038118214,2618.58518334,19.222,245,7.4,4.89939339458942,0.4,95.09251,15.8,2.1848,33,17.7450371774327,9.49220171178457,6.72982407048948,15.1775124826626,2223
"41",38,-11.6455,43.3333,437.352,20.4,2.963,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.5998424553959,23.98699951,1846.39404297,71.035,16,12.3,0.941362418234348,0.1,58.81702,22.9,0.2715,35,13.6757840149626,7.25480706853964,1.6094379124341,10.4885204292416,97
"42",42,-4.0383,21.7587,15.405,19,3.402,37,344.094,7.2,1.7,52.3,47.964,0,64.57,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4.89299562239992,24.5203273424,1635.05145708,33.084,31,6,1.19367139413953,2.6,80.29876,16.7,0.1645,375,15.5235428875499,8.49339341013335,3.3322045101752,11.9576176964675,200
"43",32,9.7489,-83.7534,96.079,33.6,9.468,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,31.6051034586191,23.850928715,3268.2661656,20.66,314,9.1,5.38734458386898,0.4,97.86379,11.5,2.8939,10,15.4435965098458,9.65027099492513,5.08759633523238,14.9197738495962,483
"44",40,7.54,-5.5471,76.399,18.7,2.933,28.2,303.74,2.42,2.7,20.01,19.351,0,57.78,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1.66801555127819,26.2997155672,1356.08177591,49.221,74.7,2.4,1.26734245568514,2.6,47.16535,29.1,0.2314,142,17.0880513505781,8.18924619147577,3.51953633580674,14.4910033121912,879
"45",38,45.1,15.2,73.726,44,19.724,0.7,253.782,5.59,34.3,39.9,96.2559,5.54,78.49,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16.8076724832581,10.4709106861,1037.34768241,43.053,108,5.4,5.62324300408363,0.1,99.12536,16.7,2.9996,8.4,15.2277818285633,10.0288328994782,4.24849524204936,16.6276204890694,1011
"46",34,22,-80,110.408,43.1,14.738,1.07,190.968,8.27,17.1,53.3,85.198,5.2,78.8,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,11.7422538205586,25.130076971,1329.48686336,22.963,510,9.6,10.4748606681824,0.4,99.75253,16.4,8.4218,7.2,16.242666000598,9.96311647281962,4.89783979995091,15.3596632171925,814
"47",47,12.1696,-68.99,362.644,41.7,16.367,1.28,0,11.62,10.05,22.69,85.5004,0,78.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,50.471151205995,21.262706912019,1846.4215888099,10.855,623.2,11.6,5.30159160494804,1.52,96.500222,16.55,3.93482,6.4,12.0082373709048,12.4474163644169,1.58367804667887,12.9761831820384,16
"48",33,35.1264,33.4299,127.657,37.3,13.416,0.71,141.171,9.24,19.6,52.7,94.4783,3.4,80.98,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17.1252621592216,18.7135000225,436.254837035,33.19,106,9,2.83386185765266,0.21,98.67843,11.3,1.9509,5.4,13.6830072081512,10.3864114791033,2.77258872223978,15.1864376958246,595
"49",33,49.8175,15.473,137.176,43.3,19.027,0.59,227.485,6.82,30.5,38.3,85.9938,6.63,79.38,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11.9525833547951,7.66549997325,666.998112488,26.208,154,7,5.91153986752033,0.1,98.80628,15,4.1208,5.4,16.1865934799319,10.3922793854106,4.85981240436167,16.1774018510975,3858
"50",37,-4.0383,21.7587,35.879,17,3.02,77.1,318.949,6.1,2.19,23.87,4.472,0,60.68,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2.2107737390986,24.038836834,1535.03688021,55.54,33,6,0.395843433216214,0.8,77.04268,19.4,0.074,321,18.3104350373788,6.69596330404065,5.29330482472449,12.3921556610613,287
"51",35,56.2639,9.5018,136.52,42.3,19.677,0.2,114.767,6.41,19.3,18.8,96.9623,2.5,80.9,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13.8116706199696,7.81897849714,698.649856567,12.126,73,8.3,8.4933839738369,0.1,98.068656,11.3,4.0099,5.4,15.5720234334219,10.7511463834799,4.39444915467244,16.3609634735578,3107
"52",36,11.8251,42.5903,41.285,25.4,4.213,22.5,258.037,6.05,1.7,24.5,27.8479,1.4,67.11,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13.1578681014816,27.6430001943,196.185202463,22.223,83,5.1,1.56038142740726,1.2,75.570679,19.6,0.2237,260,13.8034410131626,7.90337683443123,2.63905732961526,13.6189109037554,986
"53",31,15.415,-61.371,98.567,34.9,12.12,2.06,227.376,11.62,7.83,24.93,79.756,3.8,75,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27.781250434082,22.318030431444,2112.245840735,29.517,391,11.6,3.8178164511919,1.51,93.904258,20.12,1.1189,6.4,11.1843102807138,9.177235089401,1.09861228866811,11.0509058782636,16
"54",44,18.7357,-70.1627,222.873,27.6,6.981,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3.31861343905698,23.9297498463,1417.07188034,18.926,240,8.6,2.82288156449795,0.9,93.77846,19,1.56,45,16.1994825317493,9.58890426532678,3.61091791264422,15.6978723241048,3286
"55",34,-1.8312,-78.1834,66.939,28.1,7.104,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,24.4855484252732,21.32904646,1945.27384594,36.179,149,5.5,4.36164624989033,0.4,92.82979,13,2.0368,44,16.6858531195661,9.26699817164087,6.07073772800249,14.7457045894847,3163
"56",51,26,30,97.999,25.3,5.159,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.811066440676847,22.1204530233,32.9133090481,57.296,80,17.2,1.74466855823994,0.1,71.16825,27.7,0.4521,12,18.4437564793693,9.26399544516721,4.43081679884331,16.2310672189351,1070
"57",36,13.7942,-88.8965,307.811,27.6,8.273,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10.4837947513498,24.7708749775,1672.81037903,27.977,422,8.8,4.60725240409374,0.6,89.0086,14,1.5662,70,15.6851877093669,8.89473306095755,4.23410650459726,14.3326965118789,250
"58",45,1.5,10,45.194,22.4,2.846,17.86,202.812,7.78,3.11,18.86,24.64,2.1,58.74,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4.98936196751925,24.1259996622,2213.30756293,27.857,95,6,0.585146900266409,7.1,94.37054,22,0.4017,201,14.1541133804176,10.0259650187574,2.07944154167984,13.450779493547,258
"59",41,15.1794,39.7823,44.304,19.3,3.607,27.85,311.11,6.05,0.2,11.4,18.1063,0.7,66.32,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.66566124158202,26.0683250902,257.70426445,0,90.8,5.1,0.782054383307695,0.7,76.57052,23.9,0.0628,89,15.0814514577123,7.32083068847947,2.63905732961526,11.8485216012602,39
"60",37,58.5953,25.0136,31.033,42.7,19.452,0.5,255.569,4.02,24.5,39.3,91.1359,4.69,78.74,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,13.5691449704833,5.03093842423,629.787344127,31.12,238,4.2,4.8007395118475,0.9,99.88579,17,4.4833,13,14.0980846066473,10.2915437341591,2.94443897916644,14.9892306283337,961
"61",54,-26.5225,31.4659,79.492,21.5,3.163,9.5,333.436,3.94,1.7,16.5,24.097,2.1,60.19,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,12.0672594564217,20.41380005,798.370678712,76.201,140.2,4.5,3.51684242486954,27.3,88.41938,26.7,0.3285,329,13.9640727943465,8.9541537366044,2.70805020110221,13.569611298299,123
"62",38,9.145,40.4897,104.957,19.8,3.526,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.495809181591009,22.3703929466,830.51464606,79.237,136,4.3,0.873719155788422,1,51.77118,18.3,0.0769,151,18.5601259753103,7.45641238213212,4.06044301054642,13.6518156431491,111
"63",39,-51.7963,-59.5236,0.286125031,39,11,8.28,100.8231,2.579,17.38,22.11,54.3605,0.3097,81.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2009.76169968418,5.7897750125,568.951248168,19.653,242.9,5.64,5.28470174409449,1.27,95.35277,11.54,3.5329,108.01,8.15593633797239,9.96019883420538,2.07944154167984,12.9900290687,13
"64",40,61.8926,-6.9118,35.308,37.2,17.41,0.75,0,0,22.39,24.2,86.7434,0,80.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20.4645451754835,0.9124582735462,1060.9533917218,57.936,103.6,4.7,5.87409120053053,0.31,99.787878,11.66,2.45548,4.28,10.7968371371087,10.4456723415898,0.693147180559945,13.6059095016811,184
"65",46,-17.7134,178.065,49.562,28.6,6.224,1.4,412.82,14.49,10.2,34.8,70.8325,2.3,67.44,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,31.2345221787418,23.37100029,2905.11499023,43.752,174,14.7,2.31857448816299,0.32,99.08211,30.6,0.86,54,13.7061922204521,9.07153509684895,3.36729582998647,13.6762496400554,18
